,CelebName,CelebImageURL,Description,CelebImage
22, Balraj Sahni,"https://m.media-amazon.com/images/M/MV5BZDgwMGMzMWUtMmQ1Yi00NjM0LTlkMDgtMTk5MmFkMWJhNDY1XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR10,0,140,209_AL_.jpg","Balraj Sahni was born on May 1, 1913 in Rawalpindi, Punjab, British India. He was an actor, known for Baazi (1951), Kabuliwala (1961) and Bhabhi (1957). He was married to Santosh Chandhok and Damayanti Sahni. He died on April 13, 1973 in Bombay, Maharashtra, India.                ","[[[ 53  55  56]
  [ 35  37  38]
  [ 25  25  31]
  ...
  [170 168 180]
  [181 180 190]
  [174 173 183]]

 [[ 53  55  56]
  [ 32  34  35]
  [ 21  21  27]
  ...
  [157 155 167]
  [168 167 177]
  [162 161 171]]

 [[ 52  54  55]
  [ 27  29  30]
  [ 14  14  20]
  ...
  [157 155 167]
  [168 167 177]
  [164 163 173]]

 ...

 [[208 207 209]
  [208 207 209]
  [207 206 208]
  ...
  [225 219 224]
  [228 222 227]
  [231 225 230]]

 [[207 206 210]
  [206 205 207]
  [205 204 208]
  ...
  [225 219 224]
  [227 221 226]
  [230 225 227]]

 [[206 204 210]
  [203 202 206]
  [200 198 204]
  ...
  [225 220 222]
  [228 223 225]
  [232 227 228]]]"
23, Binnu Dhillon,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,"Binnu Dhillon is an actor and producer, known for Dev.D (2009), Vadhayiyaan Ji Vadhayiyaan (2018) and Chhevan Dariya (The Sixth River) (2010).                ","[[[181 181 181]
  [181 181 181]
  [181 181 181]
  ...
  [181 181 181]
  [181 181 181]
  [181 181 181]]

 [[181 181 181]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [181 181 181]]

 [[181 181 181]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [181 181 181]]

 ...

 [[159 159 159]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [159 159 159]]

 [[159 159 159]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [159 159 159]]

 [[159 159 159]
  [159 159 159]
  [159 159 159]
  ...
  [159 159 159]
  [159 159 159]
  [159 159 159]]]"
24, Bharat Bhushan,"https://m.media-amazon.com/images/M/MV5BODIwNGY2OGItN2I4Ny00Y2ExLWEzZmQtMTI0M2IxMWQxYTU5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR2,0,140,209_AL_.jpg","Bharat Bhushan was born on June 14, 1920 in Meerut, United Provinces of Agra and Oudh, British India. He was an actor, known for Gateway of India (1957), Mirza Ghalib (1954) and Shri Chaitanya Mahaprabhu (1954). He died on January 27, 1992 in Bombay, Maharashtra, India.                ","[[[154 154 154]
  [150 150 150]
  [141 141 141]
  ...
  [176 176 176]
  [189 189 189]
  [194 194 194]]

 [[ 61  61  61]
  [ 67  67  67]
  [ 64  64  64]
  ...
  [168 168 168]
  [178 178 178]
  [183 183 183]]

 [[ 56  56  56]
  [ 68  68  68]
  [ 64  64  64]
  ...
  [153 153 153]
  [159 159 159]
  [166 166 166]]

 ...

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [ 19  19  19]
  [ 19  19  19]
  [ 19  19  19]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [ 20  20  20]
  [ 20  20  20]
  [ 20  20  20]]

 [[167 167 167]
  [152 152 152]
  [127 127 127]
  ...
  [ 23  23  23]
  [ 23  23  23]
  [ 23  23  23]]]"
25, Chiranjeevi,"https://m.media-amazon.com/images/M/MV5BOGQ4MTc3MWYtNmUxNi00Nzk3LWFjMDItM2Y1NmVmMDEyNWIxXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR3,0,140,209_AL_.jpg","This Telugu Star was a student at the Madras Film Institute and an amateur stage actor. His first public performance was in the Republic Day parade ballet of Andra Pradesh on 26 January, 1976. His film debut was Punadhirallu (1978). His brother-in-law is producer Allu Aravind. His success started ...                ","[[[ 83 118 131]
  [ 85 120 133]
  [ 89 123 136]
  ...
  [ 36  74  78]
  [ 38  78  83]
  [ 41  81  86]]

 [[ 83 118 131]
  [ 85 120 133]
  [ 89 123 136]
  ...
  [ 37  75  80]
  [ 38  78  83]
  [ 41  80  88]]

 [[ 86 120 133]
  [ 87 121 134]
  [ 90 124 137]
  ...
  [ 41  78  86]
  [ 41  80  89]
  [ 40  81  90]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 253 253]
  [255 253 253]
  [254 252 252]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 251 251]
  [252 250 250]
  [252 250 250]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 250 251]
  [254 249 250]
  [254 249 250]]]"
26, Chunky Pandey,"https://m.media-amazon.com/images/M/MV5BMTk5NjI3MTEwNF5BMl5BanBnXkFtZTgwMzU2MTMzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg","Chunky Pandey was born in Bombay, India on September 26, 1962 in a non-film household.Chunky's real name is Suyash Sharad Pandey, but is also known as Chandrakant Pandey. He shot into fame with a secondary role in 'Tezaab' which had Anil Kapoor and Madhuri Dixit in the lead roles. He continued to ...                ","[[[106 105 107]
  [106 105 107]
  [106 105 107]
  ...
  [185 188 179]
  [204 212 202]
  [ 95 104  94]]

 [[106 105 107]
  [106 105 107]
  [107 106 108]
  ...
  [185 190 181]
  [199 208 198]
  [ 77  88  78]]

 [[106 105 107]
  [107 106 108]
  [107 106 108]
  ...
  [188 195 188]
  [192 203 195]
  [ 52  65  57]]

 ...

 [[246 212  28]
  [248 211  23]
  [252 209  16]
  ...
  [207 193 175]
  [203 195 188]
  [202 199 195]]

 [[247 206  27]
  [250 208  25]
  [255 209  21]
  ...
  [202 184 137]
  [204 192 158]
  [212 201 173]]

 [[254 210  19]
  [254 209  18]
  [254 207  15]
  ...
  [199 174  88]
  [198 175  99]
  [200 178 106]]]"
27, Danny Denzongpa,"https://m.media-amazon.com/images/M/MV5BMzI4Njg3OTcyNF5BMl5BanBnXkFtZTcwNzQzMTYxOA@@._V1_UY209_CR11,0,140,209_AL_.jpg","Danny, who married Gawa Denzongpa, a Sikkimese princess and niece of the last chogyal from her hometown of Gangtok, currently resides in Juhu in Mumbai. He likes to listen to Nepali folk music especially Nepali flutes. In recent times he has become more selective as to the roles he plays. He does ...                ","[[[ 13  20  39]
  [  4  10  29]
  [  0   0  20]
  ...
  [ 21  23  24]
  [ 15  14  23]
  [ 13  11  23]]

 [[ 11  20  40]
  [  1   8  27]
  [  0   0  18]
  ...
  [ 21  24  28]
  [ 13  15  26]
  [  9   9  25]]

 [[ 10  21  43]
  [  0   8  28]
  [  0   0  19]
  ...
  [ 18  27  31]
  [ 12  19  36]
  [  9  15  38]]

 ...

 [[ 36  61 103]
  [ 53  78 120]
  [ 75  99 141]
  ...
  [182 177 178]
  [177 180 178]
  [174 181 176]]

 [[ 26  56  97]
  [ 39  67 108]
  [ 57  85 126]
  ...
  [173 171 171]
  [172 176 171]
  [172 179 172]]

 [[ 12  41  68]
  [  8  36  66]
  [ 21  47  77]
  ...
  [171 176 174]
  [171 175 169]
  [171 176 167]]]"
28, Darsheel Safary,"https://m.media-amazon.com/images/M/MV5BMjYyYzViMmYtMjU4Yi00NGM3LWFjZTEtZmFkOGFmOTllY2I2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR4,0,140,209_AL_.jpg","Born in the same city and on the same month as his family friend Aamir Khan, Darsheel Safary (born March 9, 1997 in Mumbai, India) is an Indian child movie actor primarily working on starring in Hindi Bollywood films. He is best known for his acclaimed portrayal of a dyslexic child in the 2007 film...                ","[[[ 30  30  30]
  [ 32  32  32]
  [ 34  34  34]
  ...
  [ 47  46  48]
  [ 45  44  46]
  [ 44  43  45]]

 [[ 30  30  30]
  [ 31  31  31]
  [ 34  34  34]
  ...
  [ 47  46  48]
  [ 45  44  46]
  [ 44  43  45]]

 [[ 29  29  29]
  [ 31  31  31]
  [ 34  34  34]
  ...
  [ 47  46  48]
  [ 45  44  46]
  [ 44  43  45]]

 ...

 [[232 228 227]
  [228 224 223]
  [226 222 221]
  ...
  [240 240 240]
  [241 241 241]
  [241 241 241]]

 [[232 228 227]
  [228 224 223]
  [225 221 220]
  ...
  [240 240 240]
  [241 241 241]
  [241 241 241]]

 [[225 223 223]
  [225 223 223]
  [228 226 226]
  ...
  [243 243 243]
  [243 243 243]
  [243 243 243]]]"
29, Deepak Tijori,"https://m.media-amazon.com/images/M/MV5BNmIwYzhiNjUtYmY3NS00YjdhLTlkM2UtZDJhZDJiNDkzNDI5XkEyXkFqcGdeQXVyNDY2Nzg2NQ@@._V1_UY209_CR34,0,140,209_AL_.jpg","Deepak Tijori was born on August 28, 1961 in Bombay, Maharashtra, India. He is an actor and director, known for Fox (2009), Do Lafzon Ki Kahani (2016) and Tipsy (2020).                ","[[[21 27 32]
  [21 27 32]
  [22 28 33]
  ...
  [17 21 26]
  [17 21 26]
  [16 20 25]]

 [[21 27 32]
  [21 27 32]
  [22 28 33]
  ...
  [18 22 27]
  [17 21 26]
  [17 21 26]]

 [[22 28 33]
  [22 28 33]
  [22 28 33]
  ...
  [19 23 28]
  [18 22 27]
  [18 22 27]]

 ...

 [[40 45 48]
  [40 45 48]
  [40 45 48]
  ...
  [30 32 33]
  [29 31 32]
  [28 30 31]]

 [[40 45 48]
  [40 45 48]
  [40 45 48]
  ...
  [31 33 34]
  [29 31 32]
  [28 30 31]]

 [[40 45 48]
  [40 45 48]
  [40 45 48]
  ...
  [29 32 36]
  [27 30 34]
  [25 28 32]]]"
30, Dharmendra,"https://m.media-amazon.com/images/M/MV5BMTk0ODU5NjAzMl5BMl5BanBnXkFtZTcwNDYyOTM5NA@@._V1_UY209_CR87,0,140,209_AL_.jpg",Dharmendra is one of the biggest stars of Indian cinema. Dharmendra Deol played the romantic hero in woman centric films from 1960-1968 and became romantic hero from 1968-69 and played the role of action hero from 1971-1997. Dharmendra has appeared in 306 films.He is known as 'Garam' Dharam in ...                ,"[[[254 251 246]
  [254 251 246]
  [254 251 246]
  ...
  [ 75 100 142]
  [ 79 104 148]
  [ 85 110 154]]

 [[254 251 246]
  [254 251 246]
  [254 251 246]
  ...
  [ 71  96 138]
  [ 75 100 144]
  [ 83 108 152]]

 [[254 251 246]
  [254 251 246]
  [254 251 246]
  ...
  [ 69  94 138]
  [ 73  98 142]
  [ 81 106 150]]

 ...

 [[227 246 254]
  [227 246 254]
  [227 246 254]
  ...
  [213 241 255]
  [213 241 255]
  [212 240 255]]

 [[227 246 254]
  [227 246 254]
  [227 246 254]
  ...
  [217 243 255]
  [215 242 255]
  [214 241 255]]

 [[225 246 254]
  [225 246 254]
  [225 246 254]
  ...
  [219 246 255]
  [219 247 254]
  [219 247 254]]]"
31, Deepika Padukone,"https://m.media-amazon.com/images/M/MV5BNGFlYzAyYjgtNzRjNS00NmE4LTliOGYtYzBkYzU5MzRhMDM0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX140_CR0,0,140,209_AL_.jpg","Deepika Padukone, born 5 January 1986 in Copenhagen, Denmark, is an Indian model & Actress. She is the daughter of former badminton Champion Prakash Padukone. Her mother tongue is Konkani. Deepika has a younger sister named Anisha.She has been modeling appearances in print and television advertising...                ","[[[129 136 156]
  [129 136 156]
  [128 135 155]
  ...
  [132 135 139]
  [125 128 132]
  [118 121 125]]

 [[148 155 175]
  [148 155 175]
  [147 154 174]
  ...
  [137 140 144]
  [129 132 136]
  [121 124 128]]

 [[165 172 191]
  [165 172 191]
  [165 172 191]
  ...
  [148 151 155]
  [143 146 150]
  [138 141 145]]

 ...

 [[  7   1   0]
  [ 11   5   0]
  [ 10   4   0]
  ...
  [ 25  16  13]
  [ 25  16  13]
  [ 24  15  12]]

 [[ 11   4   1]
  [ 16  10   5]
  [ 13   6   3]
  ...
  [ 31  22  19]
  [ 30  21  18]
  [ 28  19  16]]

 [[ 14   6   6]
  [ 12   5   2]
  [ 14   6   6]
  ...
  [ 26  18  18]
  [ 33  25  25]
  [ 38  30  30]]]"
32, Dimple Kapadia,"https://m.media-amazon.com/images/M/MV5BNTc4MTE1NDU5MF5BMl5BanBnXkFtZTcwNDI2MTcxOA@@._V1_UY209_CR81,0,140,209_AL_.jpg","Born in a Gujerati-speaking family on June 8, 1957, daughter to businessman, Chunnibhai and Betty, Dimple has a younger sister, Simple, who was born on 15 August 1958.She was discovered by Raj Kapoor, who signed her up opposite his son, Rishi, in the 1973 hit 'Bobby'. The film made Rishi and her ...                ","[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [230 233 237]
  [191 195 200]
  [122 128 135]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [232 235 239]
  [193 197 202]
  [123 129 136]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [235 238 242]
  [196 200 205]
  [125 131 138]]

 ...

 [[  6  10  88]
  [ 20  22 100]
  [ 15  13  95]
  ...
  [ 64  71 140]
  [ 47  53 124]
  [ 79  85 158]]

 [[ 13  14  95]
  [ 22  23 104]
  [ 16  11  96]
  ...
  [ 51  60 124]
  [ 31  39 106]
  [ 61  70 137]]

 [[ 22  18 107]
  [ 16  13  99]
  [ 13   5  92]
  ...
  [ 51  62 124]
  [129 141 199]
  [ 48  63 119]]]"
33, Dev Anand,"https://m.media-amazon.com/images/M/MV5BMTk5MDI0OTQzOF5BMl5BanBnXkFtZTcwMTgwMzEzMQ@@._V1_UY209_CR69,0,140,209_AL_.jpg","After having played the Lead Actor for more than five decades in over 110 motion pictures, Dev Anand continues to bestride Indian Cinema today. He has given a new dimension to that magical state known as Stardom. And for his exemplary work he was awarded the Padma Bhushan in 2001 by the President ...                ","[[[32 34 35]
  [31 33 34]
  [26 28 29]
  ...
  [24 26 27]
  [25 27 28]
  [26 28 29]]

 [[26 28 29]
  [26 28 29]
  [22 24 25]
  ...
  [23 25 26]
  [24 26 27]
  [26 28 29]]

 [[22 24 25]
  [24 26 27]
  [21 23 24]
  ...
  [23 25 26]
  [24 26 27]
  [25 27 28]]

 ...

 [[39 49 49]
  [41 51 51]
  [43 53 53]
  ...
  [47 59 59]
  [40 52 52]
  [52 64 64]]

 [[39 49 49]
  [42 52 52]
  [44 54 54]
  ...
  [46 58 58]
  [37 51 50]
  [50 64 63]]

 [[45 53 53]
  [46 54 54]
  [46 54 54]
  ...
  [36 50 49]
  [40 56 55]
  [48 64 63]]]"
34, Deepti Naval,"https://m.media-amazon.com/images/M/MV5BYjhjNWM1MmUtM2M3My00MWZmLWE5NDYtNTI5YTM3MWQwNGVhXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg","Deepti Naval is an Indian film actor, director, writer, painter and photographer. A multi-faceted personality, her major contribution has been in the area of art cinema, winning critical acclaim for her sensitive and close to life characters that emphasized the changing role of women in India. The ...                ","[[[176 196 197]
  [176 196 197]
  [176 196 197]
  ...
  [ 98 142 165]
  [ 98 142 165]
  [ 98 142 165]]

 [[176 196 197]
  [176 196 197]
  [176 196 197]
  ...
  [ 98 142 165]
  [ 98 142 165]
  [ 98 142 165]]

 [[178 196 197]
  [178 196 197]
  [178 196 197]
  ...
  [ 97 141 164]
  [ 97 141 164]
  [ 97 141 164]]

 ...

 [[  2  12  29]
  [  1  12  26]
  [  0   9  26]
  ...
  [  9  34  54]
  [ 14  37  53]
  [ 18  40  52]]

 [[  2  10  23]
  [  0   9  22]
  [  0   8  21]
  ...
  [  9  33  53]
  [ 15  35  52]
  [ 19  38  51]]

 [[  8  14  27]
  [  4  12  25]
  [  4  10  23]
  ...
  [  8  29  50]
  [ 11  29  46]
  [ 14  30  46]]]"
35, Dilip Kumar,"https://m.media-amazon.com/images/M/MV5BMzg0NTM0MjYxN15BMl5BanBnXkFtZTcwMzY1NTAzMQ@@._V1_UY209_CR68,0,140,209_AL_.jpg","Dilip Kumar is considered to be one of the greatest actors of Indian cinema. Starting his career in 1944, he has starred in some of the biggest commercially successful films in the period 1949-1961. . He was the first actor to receive a Filmfare Best Actor Award and holds the record for most number...                ","[[[  9  10   8]
  [  9  10   8]
  [ 10  11   9]
  ...
  [ 10  10  10]
  [ 11  11  11]
  [ 12  12  12]]

 [[  9  10   8]
  [  9  10   8]
  [ 10  11   9]
  ...
  [  8   8   8]
  [  9   9   9]
  [ 11  11  11]]

 [[  9  10   8]
  [  9  10   8]
  [ 10  11   9]
  ...
  [  6   6   6]
  [  7   7   7]
  [  8   8   8]]

 ...

 [[ 41  33  33]
  [ 44  39  38]
  [ 47  42  41]
  ...
  [204 204 204]
  [221 221 221]
  [225 225 225]]

 [[ 41  33  33]
  [ 46  38  38]
  [ 44  39  38]
  ...
  [209 209 209]
  [220 220 220]
  [222 222 222]]

 [[ 47  36  38]
  [ 44  33  35]
  [ 39  31  32]
  ...
  [207 205 205]
  [221 219 219]
  [228 226 226]]]"
36, Farooq Shaikh,"https://m.media-amazon.com/images/M/MV5BNzY3ODZmNDctZDA0ZC00NGNmLTgzZmItM2JhMTI4MzM3NTU2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR0,0,140,209_AL_.jpg","Farooq Sheikh was an Indian actor, philanthropist and a television presenter. He was known for his work in Hindi films from 1977 to 1989. He returned to acting in films in 2008. His major contribution was in Parallel Cinema or the New Indian Cinema. He's acted in serials and shows on television and...                ","[[[252  92  38]
  [252  92  38]
  [253  93  39]
  ...
  [255  93  31]
  [255  93  31]
  [255  93  31]]

 [[253  93  39]
  [253  93  39]
  [254  94  40]
  ...
  [255  93  31]
  [255  93  31]
  [255  93  31]]

 [[253  95  41]
  [253  95  41]
  [253  95  41]
  ...
  [254  92  33]
  [254  92  33]
  [254  92  33]]

 ...

 [[244 207 211]
  [248 213 217]
  [245 210 214]
  ...
  [246 216 221]
  [251 220 227]
  [255 229 235]]

 [[255 223 227]
  [252 217 221]
  [239 202 206]
  ...
  [244 210 216]
  [250 219 226]
  [255 234 240]]

 [[255 229 229]
  [255 229 230]
  [241 204 206]
  ...
  [241 200 207]
  [252 219 226]
  [255 233 239]]]"
37, Farhan Akhtar,"https://m.media-amazon.com/images/M/MV5BMjA4MjYwNzAzM15BMl5BanBnXkFtZTcwMzUyMTUxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg","An accomplished and award-winning producer-director-writer-actor-singer, Farhan Akhtar is the ultimate Bollywood multi-hyphenate. Born in 1974 to prolific Indian film writer and poet, Javed Akhtar and writer-director, Honey Irani , Farhan was raised in an environment where creativity and ...                ","[[[  2   3   1]
  [  2   3   1]
  [  2   3   1]
  ...
  [ 44  55  82]
  [ 44  55  82]
  [ 44  55  82]]

 [[  2   3   1]
  [  2   3   1]
  [  2   3   1]
  ...
  [ 44  55  82]
  [ 44  55  82]
  [ 44  55  82]]

 [[  2   3   1]
  [  2   3   1]
  [  2   3   1]
  ...
  [ 44  55  82]
  [ 44  55  82]
  [ 44  55  82]]

 ...

 [[ 66  73  90]
  [ 59  66  83]
  [ 50  57  76]
  ...
  [ 83  91 108]
  [ 90  99 113]
  [ 92 101 115]]

 [[ 63  70  87]
  [ 57  64  81]
  [ 49  55  74]
  ...
  [ 85  93 110]
  [ 90  99 113]
  [ 91 100 114]]

 [[ 70  74  92]
  [ 56  60  78]
  [ 53  57  75]
  ...
  [ 87  94 109]
  [ 96 103 118]
  [101 108 123]]]"
38, Feroz Khan,"https://m.media-amazon.com/images/M/MV5BN2NjODM2NDItYTU0Ni00MzJmLWJkZTYtMjQ3ZDZjZmNjY2NhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg","Firoz was born in Bangalore on September 25, 1939 to a Pathan father, Sadiq, and an Iranian mother, Fatima. He has three brothers, Abbas alias Sanjay, Akbar, and Sameer. Both Sanjay and Akbar are actors within their own rights, while Sameer is a film-maker and assists in their Golden Palms Spa ...                ","[[[100  98 110]
  [ 99  97 109]
  [ 99  97 109]
  ...
  [ 77  65  63]
  [ 77  65  63]
  [ 77  65  63]]

 [[100  98 110]
  [ 99  97 109]
  [ 99  97 109]
  ...
  [ 77  65  63]
  [ 77  65  63]
  [ 77  65  63]]

 [[100  98 110]
  [ 99  97 109]
  [ 99  97 109]
  ...
  [ 77  65  63]
  [ 77  65  63]
  [ 77  65  63]]

 ...

 [[222 220 226]
  [202 200 206]
  [202 201 205]
  ...
  [ 68  63  64]
  [ 53  48  49]
  [ 10   5   6]]

 [[200 198 204]
  [198 196 202]
  [208 207 211]
  ...
  [ 65  60  61]
  [ 49  44  45]
  [ 10   5   6]]

 [[201 199 205]
  [195 193 199]
  [206 204 210]
  ...
  [ 62  58  57]
  [ 53  49  48]
  [  9   5   4]]]"
39, Farida Jalal,"https://m.media-amazon.com/images/M/MV5BZGE2OTUzZDEtZWQ2Ny00YTQ0LWEyYmItYmRiYjMxNTFiYzYwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg","Farida Jalal was discovered by Filmfare's United Producers' Talent Hunt in the 1960s. She starred in her first movie as a teenager, in the Rajshri Productions' ""TAQDEER' in 1967. Thereafter she has starred in more than 200 movies as a character actress mainly, but also as lead actor in some. She is...                ","[[[  0   1   2]
  [  0   2   3]
  [  2   4   5]
  ...
  [  4   7  21]
  [  6  12  25]
  [ 11  17  30]]

 [[  0   1   2]
  [  0   2   3]
  [  2   4   5]
  ...
  [  5   8  22]
  [  7  13  26]
  [ 11  17  30]]

 [[  0   1   5]
  [  0   1   5]
  [  2   3   7]
  ...
  [  8  11  25]
  [  9  15  28]
  [ 11  17  30]]

 ...

 [[157 153 152]
  [153 149 148]
  [125 121 120]
  ...
  [180 181 179]
  [183 181 180]
  [178 176 175]]

 [[163 159 158]
  [165 161 160]
  [158 154 153]
  ...
  [152 153 151]
  [184 182 181]
  [182 180 179]]

 [[189 186 182]
  [161 158 154]
  [158 155 151]
  ...
  [ 77  77  77]
  [162 162 162]
  [175 175 175]]]"
40, Guru Dutt,"https://m.media-amazon.com/images/M/MV5BMjA0Mzg2NjEwN15BMl5BanBnXkFtZTgwODQ1NDQzNzE@._V1_UY209_CR69,0,140,209_AL_.jpg","Considered to be a man ahead of his time, Guru Dutt was one of the greatest icons of commercial Indian cinema. Although he made less than fifty films, they are believed to be the best to come from Bollywood's Golden Age, known both for their ability to reach out to the common man and for their ...                ","[[[79 79 79]
  [79 79 79]
  [80 80 80]
  ...
  [42 42 42]
  [42 42 42]
  [42 42 42]]

 [[78 78 78]
  [79 79 79]
  [80 80 80]
  ...
  [45 45 45]
  [45 45 45]
  [45 45 45]]

 [[77 77 77]
  [78 78 78]
  [78 78 78]
  ...
  [45 45 45]
  [45 45 45]
  [45 45 45]]

 ...

 [[37 37 37]
  [38 38 38]
  [39 39 39]
  ...
  [47 47 47]
  [42 42 42]
  [44 44 44]]

 [[38 38 38]
  [39 39 39]
  [40 40 40]
  ...
  [48 48 48]
  [40 40 40]
  [44 44 44]]

 [[34 34 34]
  [39 39 39]
  [42 42 42]
  ...
  [46 46 46]
  [44 44 44]
  [42 42 42]]]"
41, Govinda,"https://m.media-amazon.com/images/M/MV5BNzEwNDgwMTk3Nl5BMl5BanBnXkFtZTgwNjMwOTU4MDI@._V1_UY209_CR14,0,140,209_AL_.jpg","Govinda was born on December 21, 1963. Govinda has acted in over 120 films since his debut in 1986. Govinda is best-known for his comedy related roles; his powerful contribution in dancing in bollywood is inevitable. He is one of the most successful actors and is definitely the best dancer in ...                ","[[[ 29  38  65]
  [ 29  38  65]
  [ 29  38  65]
  ...
  [ 42  49  69]
  [ 42  49  69]
  [ 42  49  69]]

 [[ 29  38  65]
  [ 29  38  65]
  [ 29  38  65]
  ...
  [ 43  50  70]
  [ 43  50  70]
  [ 43  50  70]]

 [[ 29  38  65]
  [ 29  38  65]
  [ 29  38  65]
  ...
  [ 44  51  71]
  [ 44  51  71]
  [ 44  51  71]]

 ...

 [[167 162 163]
  [163 158 159]
  [160 154 155]
  ...
  [127 104 102]
  [125 102 100]
  [124 101  99]]

 [[130 125 126]
  [161 156 157]
  [162 156 157]
  ...
  [126 103 101]
  [124 101  99]
  [123 100  98]]

 [[113 108 109]
  [148 143 144]
  [173 167 168]
  ...
  [126 102 102]
  [124  98  98]
  [121  95  95]]]"
42, Gulshan Grover,"https://m.media-amazon.com/images/M/MV5BM2FmZGY4NDctMzczOC00MTg3LWExZDUtYWU5NTNkMTA4YzZhXkEyXkFqcGdeQXVyODI0MDE3OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg","Gulshan Grover was born, raised and educated in Delhi, India. After receiving his master's degree in Commerce from Shri Ram College of Commerce, he decided to pursue his passion and made a lifelong commitment to entertainment industry. He honed his acting skills in theatre, and after many stage ...                ","[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[15 13 13]
  [15 13 13]
  [15 13 13]
  ...
  [28 23 22]
  [37 32 31]
  [15 10  9]]

 [[15 13 13]
  [15 13 13]
  [15 13 13]
  ...
  [27 22 21]
  [37 32 31]
  [15 10  9]]

 [[15 13 13]
  [15 13 13]
  [15 13 13]
  ...
  [28 23 22]
  [30 25 24]
  [23 18 17]]]"
